"tourney","Division","Round","Team1","Team2","T1P1","T1P2","T2P1","T2P2","t1score","t2score"
"waco2024","Gold 5.0","Pool","Bink City","Brad’s Footwork","fredric hinkle","Tyler Fernandez","Jared Almon","Haleigh Manske",15,11
"waco2024","Gold 5.0","Pool","Once Blind","Jacob & the Deserter","Josiah Sanders","Micah Allin","Jacob Thompson","Bryce Wagoner",15,7
"waco2024","Gold 5.0","Pool","Ying Yang","Hash Slinging Slashers","Brandon Arledge","Andrew Christmas","Paul Belton","Walter Siller",14,16
"waco2024","Gold 5.0","Pool","Austin/thompson","Apple Jacks","Ian Austin","bradley thompson","Harrison Yen","Myles Coleman",15,9
"waco2024","Gold 5.0","Pool","With Some Rice","Body Barriers","Caleb Cummings","Garrett Ashton","Lucas Bustos","Stephen Butler",15,6
"waco2024","Gold 5.0","Pool","Asleep","Yappers","Nickhil Anantha","Noah Beinart","jacob gansle","Samuel Cole",15,8
"waco2024","Gold 5.0","Pool","Bink City","Jacob & the Deserter","fredric hinkle","Tyler Fernandez","Jacob Thompson","Bryce Wagoner",15,7
"waco2024","Gold 5.0","Pool","Recycled Talent","Brad’s Footwork","Hayden Woolard","Nathan Garcia","Jared Almon","Haleigh Manske",15,8
"waco2024","Gold 5.0","Pool","Ying Yang","Apple Jacks","Brandon Arledge","Andrew Christmas","Harrison Yen","Myles Coleman",15,5
"waco2024","Gold 5.0","Pool","Reverse! Reverse!","Hash Slinging Slashers","Caleb Allen","Felipe Martinez","Paul Belton","Walter Siller",15,12
"waco2024","Gold 5.0","Pool","With Some Rice","Yappers","Caleb Cummings","Garrett Ashton","jacob gansle","Samuel Cole",15,13
"waco2024","Gold 5.0","Pool","The Replacements ","Body Barriers","James Ledbetter","Laura Kaufmann","Lucas Bustos","Stephen Butler",15,11
"waco2024","Gold 5.0","Pool","Bink City","Recycled Talent","fredric hinkle","Tyler Fernandez","Hayden Woolard","Nathan Garcia",15,13
"waco2024","Gold 5.0","Pool","Once Blind","Brad’s Footwork","Josiah Sanders","Micah Allin","Jared Almon","Haleigh Manske",15,8
"waco2024","Gold 5.0","Pool","Ying Yang","Reverse! Reverse!","Brandon Arledge","Andrew Christmas","Caleb Allen","Felipe Martinez",15,12
"waco2024","Gold 5.0","Pool","Austin/thompson","Hash Slinging Slashers","Ian Austin","bradley thompson","Paul Belton","Walter Siller",15,10
"waco2024","Gold 5.0","Pool","With Some Rice","The Replacements ","Caleb Cummings","Garrett Ashton","James Ledbetter","Laura Kaufmann",15,5
"waco2024","Gold 5.0","Pool","Asleep","Body Barriers","Nickhil Anantha","Noah Beinart","Lucas Bustos","Stephen Butler",15,3
"waco2024","Gold 5.0","Pool","Once Blind","Recycled Talent","Josiah Sanders","Micah Allin","Hayden Woolard","Nathan Garcia",15,11
"waco2024","Gold 5.0","Pool","Jacob & the Deserter","Brad’s Footwork","Jacob Thompson","Bryce Wagoner","Jared Almon","Haleigh Manske",15,9
"waco2024","Gold 5.0","Pool","Austin/thompson","Reverse! Reverse!","Ian Austin","bradley thompson","Caleb Allen","Felipe Martinez",15,13
"waco2024","Gold 5.0","Pool","Apple Jacks","Hash Slinging Slashers","Harrison Yen","Myles Coleman","Paul Belton","Walter Siller",12,15
"waco2024","Gold 5.0","Pool","Asleep","The Replacements ","Nickhil Anantha","Noah Beinart","James Ledbetter","Laura Kaufmann",15,3
"waco2024","Gold 5.0","Pool","Yappers","Body Barriers","jacob gansle","Samuel Cole","Lucas Bustos","Stephen Butler",15,7
"waco2024","Gold 5.0","Pool","Bink City","Once Blind","fredric hinkle","Tyler Fernandez","Josiah Sanders","Micah Allin",15,8
"waco2024","Gold 5.0","Pool","Recycled Talent","Jacob & the Deserter","Hayden Woolard","Nathan Garcia","Jacob Thompson","Bryce Wagoner",15,11
"waco2024","Gold 5.0","Pool","Ying Yang","Austin/thompson","Brandon Arledge","Andrew Christmas","Ian Austin","bradley thompson",15,6
"waco2024","Gold 5.0","Pool","Reverse! Reverse!","Apple Jacks","Caleb Allen","Felipe Martinez","Harrison Yen","Myles Coleman",11,15
"waco2024","Gold 5.0","Pool","With Some Rice","Asleep","Caleb Cummings","Garrett Ashton","Nickhil Anantha","Noah Beinart",15,8
"waco2024","Gold 5.0","Pool","The Replacements ","Yappers","James Ledbetter","Laura Kaufmann","jacob gansle","Samuel Cole",9,15
"waco2024","Gold 5.0","Pool","Bink City","Brad’s Footwork","fredric hinkle","Tyler Fernandez","Jared Almon","Haleigh Manske",15,12
"waco2024","Gold 5.0","Pool","Once Blind","Jacob & the Deserter","Josiah Sanders","Micah Allin","Jacob Thompson","Bryce Wagoner",15,12
"waco2024","Gold 5.0","Pool","Ying Yang","Hash Slinging Slashers","Brandon Arledge","Andrew Christmas","Paul Belton","Walter Siller",15,9
"waco2024","Gold 5.0","Pool","Austin/thompson","Apple Jacks","Ian Austin","bradley thompson","Harrison Yen","Myles Coleman",15,9
"waco2024","Gold 5.0","Pool","With Some Rice","Body Barriers","Caleb Cummings","Garrett Ashton","Lucas Bustos","Stephen Butler",15,10
"waco2024","Gold 5.0","Pool","Asleep","Yappers","Nickhil Anantha","Noah Beinart","jacob gansle","Samuel Cole",15,7
"waco2024","Gold 5.0","Pool","Bink City","Jacob & the Deserter","fredric hinkle","Tyler Fernandez","Jacob Thompson","Bryce Wagoner",15,12
"waco2024","Gold 5.0","Pool","Recycled Talent","Brad’s Footwork","Hayden Woolard","Nathan Garcia","Jared Almon","Haleigh Manske",12,15
"waco2024","Gold 5.0","Pool","Ying Yang","Apple Jacks","Brandon Arledge","Andrew Christmas","Harrison Yen","Myles Coleman",15,10
"waco2024","Gold 5.0","Pool","Reverse! Reverse!","Hash Slinging Slashers","Caleb Allen","Felipe Martinez","Paul Belton","Walter Siller",15,13
"waco2024","Gold 5.0","Pool","With Some Rice","Yappers","Caleb Cummings","Garrett Ashton","jacob gansle","Samuel Cole",15,11
"waco2024","Gold 5.0","Pool","The Replacements ","Body Barriers","James Ledbetter","Laura Kaufmann","Lucas Bustos","Stephen Butler",15,12
"waco2024","Gold 5.0","Pool","Bink City","Recycled Talent","fredric hinkle","Tyler Fernandez","Hayden Woolard","Nathan Garcia",15,13
"waco2024","Gold 5.0","Pool","Once Blind","Brad’s Footwork","Josiah Sanders","Micah Allin","Jared Almon","Haleigh Manske",15,4
"waco2024","Gold 5.0","Pool","Ying Yang","Reverse! Reverse!","Brandon Arledge","Andrew Christmas","Caleb Allen","Felipe Martinez",15,12
"waco2024","Gold 5.0","Pool","Austin/thompson","Hash Slinging Slashers","Ian Austin","bradley thompson","Paul Belton","Walter Siller",15,13
"waco2024","Gold 5.0","Pool","With Some Rice","The Replacements ","Caleb Cummings","Garrett Ashton","James Ledbetter","Laura Kaufmann",15,9
"waco2024","Gold 5.0","Pool","Asleep","Body Barriers","Nickhil Anantha","Noah Beinart","Lucas Bustos","Stephen Butler",15,4
"waco2024","Gold 5.0","Pool","Once Blind","Recycled Talent","Josiah Sanders","Micah Allin","Hayden Woolard","Nathan Garcia",15,5
"waco2024","Gold 5.0","Pool","Jacob & the Deserter","Brad’s Footwork","Jacob Thompson","Bryce Wagoner","Jared Almon","Haleigh Manske",15,11
"waco2024","Gold 5.0","Pool","Austin/thompson","Reverse! Reverse!","Ian Austin","bradley thompson","Caleb Allen","Felipe Martinez",21,19
"waco2024","Gold 5.0","Pool","Apple Jacks","Hash Slinging Slashers","Harrison Yen","Myles Coleman","Paul Belton","Walter Siller",13,15
"waco2024","Gold 5.0","Pool","Asleep","The Replacements ","Nickhil Anantha","Noah Beinart","James Ledbetter","Laura Kaufmann",15,4
"waco2024","Gold 5.0","Pool","Yappers","Body Barriers","jacob gansle","Samuel Cole","Lucas Bustos","Stephen Butler",15,10
"waco2024","Gold 5.0","Pool","Bink City","Once Blind","fredric hinkle","Tyler Fernandez","Josiah Sanders","Micah Allin",15,11
"waco2024","Gold 5.0","Pool","Recycled Talent","Jacob & the Deserter","Hayden Woolard","Nathan Garcia","Jacob Thompson","Bryce Wagoner",4,15
"waco2024","Gold 5.0","Pool","Ying Yang","Austin/thompson","Brandon Arledge","Andrew Christmas","Ian Austin","bradley thompson",16,14
"waco2024","Gold 5.0","Pool","Reverse! Reverse!","Apple Jacks","Caleb Allen","Felipe Martinez","Harrison Yen","Myles Coleman",15,12
"waco2024","Gold 5.0","Pool","With Some Rice","Asleep","Caleb Cummings","Garrett Ashton","Nickhil Anantha","Noah Beinart",17,15
"waco2024","Gold 5.0","Pool","The Replacements ","Yappers","James Ledbetter","Laura Kaufmann","jacob gansle","Samuel Cole",14,16
"waco2024","Gold 5.0","Round of 16","Bink City","Body Barriers","fredric hinkle","Tyler Fernandez","Lucas Bustos","Stephen Butler",21,10
"waco2024","Gold 5.0","Round of 16","Bink City","Body Barriers","fredric hinkle","Tyler Fernandez","Lucas Bustos","Stephen Butler",21,15
"waco2024","Gold 5.0","Round of 16","Ying Yang","Brad’s Footwork","Brandon Arledge","Andrew Christmas","Jared Almon","Haleigh Manske",21,8
"waco2024","Gold 5.0","Round of 16","Ying Yang","Brad’s Footwork","Brandon Arledge","Andrew Christmas","Jared Almon","Haleigh Manske",21,16
"waco2024","Gold 5.0","Round of 16","Asleep","Apple Jacks","Nickhil Anantha","Noah Beinart","Harrison Yen","Myles Coleman",1,0
"waco2024","Gold 5.0","Round of 16","Asleep","Apple Jacks","Nickhil Anantha","Noah Beinart","Harrison Yen","Myles Coleman",1,0
"waco2024","Gold 5.0","Round of 16","Once Blind","The Replacements ","Josiah Sanders","Micah Allin","James Ledbetter","Laura Kaufmann",1,0
"waco2024","Gold 5.0","Round of 16","Once Blind","The Replacements ","Josiah Sanders","Micah Allin","James Ledbetter","Laura Kaufmann",1,0
"waco2024","Gold 5.0","Round of 16","Austin/thompson","Jacob & the Deserter","Ian Austin","bradley thompson","Jacob Thompson","Bryce Wagoner",21,19
"waco2024","Gold 5.0","Round of 16","Austin/thompson","Jacob & the Deserter","Ian Austin","bradley thompson","Jacob Thompson","Bryce Wagoner",21,12
"waco2024","Gold 5.0","Round of 16","Yappers","Hash Slinging Slashers","jacob gansle","Samuel Cole","Paul Belton","Walter Siller",13,21
"waco2024","Gold 5.0","Round of 16","Yappers","Hash Slinging Slashers","jacob gansle","Samuel Cole","Paul Belton","Walter Siller",20,22
"waco2024","Gold 5.0","Round of 16","Recycled Talent","Reverse! Reverse!","Hayden Woolard","Nathan Garcia","Caleb Allen","Felipe Martinez",0,1
"waco2024","Gold 5.0","Round of 16","Recycled Talent","Reverse! Reverse!","Hayden Woolard","Nathan Garcia","Caleb Allen","Felipe Martinez",0,1
"waco2024","Gold 5.0","Quarter-final","With Some Rice","Reverse! Reverse!","Caleb Cummings","Garrett Ashton","Caleb Allen","Felipe Martinez",21,11
"waco2024","Gold 5.0","Quarter-final","With Some Rice","Reverse! Reverse!","Caleb Cummings","Garrett Ashton","Caleb Allen","Felipe Martinez",21,18
"waco2024","Gold 5.0","Quarter-final","Bink City","Hash Slinging Slashers","fredric hinkle","Tyler Fernandez","Paul Belton","Walter Siller",21,16
"waco2024","Gold 5.0","Quarter-final","Bink City","Hash Slinging Slashers","fredric hinkle","Tyler Fernandez","Paul Belton","Walter Siller",21,16
"waco2024","Gold 5.0","Quarter-final","Ying Yang","Austin/thompson","Brandon Arledge","Andrew Christmas","Ian Austin","bradley thompson",0,1
"waco2024","Gold 5.0","Quarter-final","Ying Yang","Austin/thompson","Brandon Arledge","Andrew Christmas","Ian Austin","bradley thompson",1,0
"waco2024","Gold 5.0","Quarter-final","Ying Yang","Austin/thompson","Brandon Arledge","Andrew Christmas","Ian Austin","bradley thompson",0,1
"waco2024","Gold 5.0","Quarter-final","Asleep","Once Blind","Nickhil Anantha","Noah Beinart","Josiah Sanders","Micah Allin",0,1
"waco2024","Gold 5.0","Quarter-final","Asleep","Once Blind","Nickhil Anantha","Noah Beinart","Josiah Sanders","Micah Allin",1,0
"waco2024","Gold 5.0","Quarter-final","Asleep","Once Blind","Nickhil Anantha","Noah Beinart","Josiah Sanders","Micah Allin",1,0
"waco2024","Gold 5.0","P9: Quarter-final","Yappers","Body Barriers","jacob gansle","Samuel Cole","Lucas Bustos","Stephen Butler",1,0
"waco2024","Gold 5.0","P9: Quarter-final","Yappers","Body Barriers","jacob gansle","Samuel Cole","Lucas Bustos","Stephen Butler",1,0
"waco2024","Gold 5.0","P9: Quarter-final","Jacob & the Deserter","Brad’s Footwork","Jacob Thompson","Bryce Wagoner","Jared Almon","Haleigh Manske",21,18
"waco2024","Gold 5.0","P9: Quarter-final","Jacob & the Deserter","Brad’s Footwork","Jacob Thompson","Bryce Wagoner","Jared Almon","Haleigh Manske",21,17
"waco2024","Gold 5.0","P9: Quarter-final","The Replacements ","Apple Jacks","James Ledbetter","Laura Kaufmann","Harrison Yen","Myles Coleman",0,1
"waco2024","Gold 5.0","P9: Quarter-final","The Replacements ","Apple Jacks","James Ledbetter","Laura Kaufmann","Harrison Yen","Myles Coleman",0,1
"waco2024","Gold 5.0","Semi-final","With Some Rice","Asleep","Caleb Cummings","Garrett Ashton","Nickhil Anantha","Noah Beinart",0,1
"waco2024","Gold 5.0","Semi-final","With Some Rice","Asleep","Caleb Cummings","Garrett Ashton","Nickhil Anantha","Noah Beinart",1,0
"waco2024","Gold 5.0","Semi-final","With Some Rice","Asleep","Caleb Cummings","Garrett Ashton","Nickhil Anantha","Noah Beinart",0,1
"waco2024","Gold 5.0","Semi-final","Bink City","Austin/thompson","fredric hinkle","Tyler Fernandez","Ian Austin","bradley thompson",1,0
"waco2024","Gold 5.0","Semi-final","Bink City","Austin/thompson","fredric hinkle","Tyler Fernandez","Ian Austin","bradley thompson",1,0
"waco2024","Gold 5.0","P5: Semi-final","Once Blind","Reverse! Reverse!","Josiah Sanders","Micah Allin","Caleb Allen","Felipe Martinez",-1,0
"waco2024","Gold 5.0","P5: Semi-final","Once Blind","Reverse! Reverse!","Josiah Sanders","Micah Allin","Caleb Allen","Felipe Martinez",-1,0
"waco2024","Gold 5.0","P5: Semi-final","Ying Yang","Hash Slinging Slashers","Brandon Arledge","Andrew Christmas","Paul Belton","Walter Siller",-1,0
"waco2024","Gold 5.0","P5: Semi-final","Ying Yang","Hash Slinging Slashers","Brandon Arledge","Andrew Christmas","Paul Belton","Walter Siller",-1,0
"waco2024","Gold 5.0","P9: Semi-final","Recycled Talent","Apple Jacks","Hayden Woolard","Nathan Garcia","Harrison Yen","Myles Coleman",0,1
"waco2024","Gold 5.0","P9: Semi-final","Recycled Talent","Apple Jacks","Hayden Woolard","Nathan Garcia","Harrison Yen","Myles Coleman",0,1
"waco2024","Gold 5.0","P9: Semi-final","Yappers","Jacob & the Deserter","jacob gansle","Samuel Cole","Jacob Thompson","Bryce Wagoner",1,0
"waco2024","Gold 5.0","P9: Semi-final","Yappers","Jacob & the Deserter","jacob gansle","Samuel Cole","Jacob Thompson","Bryce Wagoner",1,0
"waco2024","Gold 5.0","P13: Semi-final","Brad’s Footwork","Body Barriers","Jared Almon","Haleigh Manske","Lucas Bustos","Stephen Butler",15,21
"waco2024","Gold 5.0","P13: Semi-final","Brad’s Footwork","Body Barriers","Jared Almon","Haleigh Manske","Lucas Bustos","Stephen Butler",21,17
"waco2024","Gold 5.0","P13: Semi-final","Brad’s Footwork","Body Barriers","Jared Almon","Haleigh Manske","Lucas Bustos","Stephen Butler",10,21
"waco2024","Gold 5.0","Final","Asleep","Bink City","Nickhil Anantha","Noah Beinart","fredric hinkle","Tyler Fernandez",0,1
"waco2024","Gold 5.0","Final","Asleep","Bink City","Nickhil Anantha","Noah Beinart","fredric hinkle","Tyler Fernandez",0,1
"waco2024","Gold 5.0","P3: Final","Austin/thompson","With Some Rice","Ian Austin","bradley thompson","Caleb Cummings","Garrett Ashton",0,1
"waco2024","Gold 5.0","P3: Final","Austin/thompson","With Some Rice","Ian Austin","bradley thompson","Caleb Cummings","Garrett Ashton",0,1
"waco2024","Gold 5.0","P5: Final","Reverse! Reverse!","Hash Slinging Slashers","Caleb Allen","Felipe Martinez","Paul Belton","Walter Siller",17,21
"waco2024","Gold 5.0","P5: Final","Reverse! Reverse!","Hash Slinging Slashers","Caleb Allen","Felipe Martinez","Paul Belton","Walter Siller",21,19
"waco2024","Gold 5.0","P5: Final","Reverse! Reverse!","Hash Slinging Slashers","Caleb Allen","Felipe Martinez","Paul Belton","Walter Siller",21,17
"waco2024","Gold 5.0","P9: Final","Apple Jacks","Yappers","Harrison Yen","Myles Coleman","jacob gansle","Samuel Cole",1,0
"waco2024","Gold 5.0","P9: Final","Apple Jacks","Yappers","Harrison Yen","Myles Coleman","jacob gansle","Samuel Cole",1,0
